-10 0
-9.9 0
-9.8 0
-9.7 0
-9.6 0
-9.5 0
-9.4 0
-9.3 0
-9.2 0
-9.1 0
-9 0
-8.9 0
-8.8 0
-8.7 0
-8.59999 0
-8.49999 0
-8.39999 0
-8.29999 0
-8.19999 0
-8.09999 0
-7.99999 0
-7.89999 0
-7.79999 0
-7.69999 0
-7.59999 0
-7.49999 0
-7.39999 0
-7.29999 0
-7.19999 0
-7.09999 0
-6.99999 0
-6.89999 0
-6.79999 0
-6.69999 0
-6.59999 0
-6.49999 0
-6.39999 0
-6.29999 0
-6.19999 0
-6.09999 0
-5.99999 0
-5.89999 0
-5.79999 0
-5.7 0
-5.6 0
-5.5 0
-5.4 0
-5.3 0
-5.2 0
-5.1 0
-5 0
-4.9 0
-4.8 0
-4.7 0
-4.6 0
-4.5 0
-4.4 0
-4.3 0
-4.2 0
-4.1 0
-4 0
-3.9 0
-3.8 0
-3.7 0
-3.6 0
-3.5 0
-3.4 0
-3.3 0
-3.2 0
-3.1 0
-3 0
-2.9 0
-2.8 0
-2.7 0
-2.6 0
-2.5 0
-2.4 0
-2.3 0
-2.2 0
-2.1 0
-2 0
-1.9 0
-1.8 0
-1.7 0
-1.6 0
-1.5 0
-1.4 0
-1.3 0
-1.2 0
-1.1 0
-0.999998 0
-0.899998 0
-0.799998 0
-0.699998 0
-0.599998 0
-0.499998 0
-0.399998 0
-0.299998 0
-0.199998 0
-0.0999981 0
1.86116e-06 1
0.100002 1
0.200002 1
0.300002 1
0.400002 1
0.500002 1
0.600002 1
0.700002 1
0.800002 1
0.900002 1
1 1
1.1 1
1.2 1
1.3 1
1.4 1
1.5 1
1.6 1
1.7 1
1.8 1
1.9 1
2 1
2.1 1
2.2 1
2.3 1
2.4 1
2.5 1
2.6 1
2.7 1
2.8 1
2.9 1
3 1
3.1 1
3.2 1
3.3 1
3.4 1
3.5 1
3.6 1
3.7 1
3.8 1
3.9 1
4 1
4.1 1
4.2 1
4.3 1
4.4 1
4.5 1
4.6 1
4.7 1
4.8 1
4.9 1
5 1
5.1 1
5.2 1
5.3 1
5.4 1
5.5 1
5.6 1
5.7 1
5.8 1
5.9 1
6 1
6.1 1
6.2 1
6.3 1
6.4 1
6.5 1
6.6 1
6.7 1
6.8 1
6.9 1
7 1
7.1 1
7.2 1
7.3 1
7.4 1
7.5 1
7.6 1
7.7 1
7.8 1
7.9 1
8 1
8.1 1
8.2 1
8.3 1
8.4 1
8.5 1
8.6 1
8.7 1
8.8 1
8.9 1
9 1
9.1 1
9.2 1
9.3 1
9.4 1
9.5 1
9.6 1
9.7 1
9.8 1
9.9 1
